Collection, Prefab, Tier, QuestTags, Tags, ThemeTags, DuplicateRepeatDistance, ThemeRepeatDistance, X, Y, Z, YOffset, MinSleepers, MaxSleepers, AvgSleepers 
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,store_discount_01,3,clear/fetch/infested,commercial,,,,42, 14, 42,-4,22,22,22.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,store_electronics_01,1,clear/fetch/infested,commercial,,,,42, 14, 42,-2,7,7,7.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,store_electronics_02,2,clear/fetch/infested,commercial,,,,60, 14, 60,-2,12,12,12.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,store_grocery_01,2,clear/fetch/infested,commercial,,,,60, 14, 60,-1,13,13,13.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,store_grocery_02,4,clear/fetch/infested,commercial,,,,100, 22, 100,-8,46,49,47.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,store_grocery_03,3,clear/fetch/infested,commercial,,,,42, 12, 42,-2,20,21,20.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,store_grocery_04,1,clear/fetch/infested,rural,gateway,nocheckpoint,,,,60, 11, 60,-2,8,9,8.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,store_grocery_05,1,clear/fetch/restore_power/infested,rural,gateway,nocheckpoint,,,,60, 21, 60,-7,11,12,11.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,store_grocery_06,1,clear/fetch/infested,rural,gateway,nocheckpoint,,,,60, 22, 60,-2,9,9,9.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,store_gun_01,4,clear/fetch/restore_power/infested,rural,,,,100, 23, 100,-3,43,43,43.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,store_gun_02,4,clear/fetch/infested,rural,,,,100, 21, 100,-1,30,32,31.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,store_hardware_01,2,clear/fetch/restore_power/infested,commercial,nodiagonal,,,,60, 13, 60,-2,18,18,18.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,store_hardware_02,3,clear/fetch/restore_power/infested,commercial,countrytown,nodiagonal,,,,60, 14, 60,-2,22,23,22.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,store_hardware_03,4,clear/fetch/infested,commercial,,,,100, 17, 100,-6,32,37,34.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,store_laundry_01,1,clear/fetch/infested,commercial,,,,42, 11, 42,-2,7,7,7.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,store_pharmacy_01,1,clear/fetch/restore_power/infested,commercial,,,,42, 11, 42,-2,8,9,8.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,store_pharmacy_02,3,clear/fetch/restore_power/infested,commercial,,,,60, 20, 60,-9,24,25,24.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,streets_essag,0,,navonly,,,,1, 2, 1,,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,streets_tran_and_lang,0,,navonly,,,,1, 2, 1,,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,street_apache,0,,navonly,,,,1, 2, 1,,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,street_bell_courtland,0,,navonly,,,,1, 2, 1,,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,street_coronado,0,,navonly,,,,1, 2, 1,,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,street_courtland_apache,0,,navonly,,,,1, 2, 1,,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,street_courtland_coronado,0,,navonly,,,,1, 2, 1,,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,street_courtland_east_260,0,,navonly,,,,1, 2, 1,,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,street_davis,0,,navonly,,,,1, 2, 1,,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,street_huenink_courtland,0,,navonly,,,,1, 2, 1,,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,street_lake_bell,0,,navonly,,,,1, 2, 1,,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,street_light_01,0,,,,,,1, 12, 1,,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,street_light_02,0,,,,,,1, 12, 1,,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,street_maple,0,,navonly,,,,1, 2, 1,,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,street_maple_courtland,0,,navonly,,,,1, 2, 1,,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,street_private,0,,navonly,,,,1, 2, 1,,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,street_tran_courtland,0,,navonly,,,,1, 2, 1,,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,survivor_camp_01,0,,gateway,nocheckpoint,,,,60, 13, 60,-2,3,6,4.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,survivor_camp_02,0,,gateway,nocheckpoint,,,,60, 7, 60,-3,2,3,2.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,survivor_camp_03,0,,gateway,nocheckpoint,,,,60, 7, 60,-2,5,7,6.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,survivor_site_01,1,clear/infested,wilderness,,,,25, 10, 25,-1,8,11,9.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,survivor_site_02,1,clear/infested/defense,wilderness,,,,25, 10, 25,-1,6,8,7.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,survivor_site_03,1,clear/infested,wilderness,,,,25, 15, 25,-2,9,11,10.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,survivor_site_04,1,clear/infested,wilderness,,,,25, 9, 25,-4,6,8,7.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,survivor_site_05,1,clear/fetch/infested,wilderness,,,,25, 16, 25,-3,9,9,9.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,survivor_site_06,1,clear/fetch/infested,wilderness,,,,25, 20, 25,-2,9,9,9.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,survivor_site_07,1,clear/fetch/infested,wilderness,,,,25, 21, 25,-2,9,9,9.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,survivor_site_08,1,clear/fetch/infested,wilderness,,,,25, 13, 25,-1,9,9,9.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,survivor_site_09,1,clear/fetch/infested,wilderness,,,,25, 13, 25,-2,6,7,6.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,survivor_site_10,1,clear/infested/defense,wilderness,,,,25, 11, 25,-1,6,6,6.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,survivor_site_11,1,clear/fetch/infested,wilderness,,,,25, 14, 25,-3,7,7,7.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,trader_bob,0,trader,industrial,countrytown,gateway,nocheckpoint,,,,60, 28, 60,-1,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,trader_hugh,0,trader,countrytown,rural,gateway,nocheckpoint,,,,60, 21, 60,-1,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,trader_jen,0,trader,commercial,rural,gateway,nocheckpoint,,,,60, 28, 60,-2,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,trader_joel,0,trader,countrytown,rural,gateway,nocheckpoint,,,,60, 48, 60,-1,5,6,5.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,trader_rekt,0,trader,countrytown,rural,gateway,nocheckpoint,,,,60, 21, 60,-1,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,trailer_01,0,,countryresidential,,,,25, 11, 25,-1,2,3,2.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,trailer_02,0,,countryresidential,,,,25, 9, 25,-1,1,2,1.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,trailer_03,0,,countryresidential,,,,25, 11, 25,-1,2,3,2.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,trailer_04,0,,countryresidential,,,,25, 7, 25,-1,2,3,2.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,trailer_park_01,1,clear/fetch/infested,countryresidential,,,,42, 11, 42,-1,9,9,9.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,utility_celltower_01,0,,industrial,countrytown,rural,nodiagonal,,,,25, 90, 25,-1,3,5,4.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,utility_celltower_02,0,,industrial,countrytown,rural,diagonal,,,,25, 59, 25,-1,4,5,4.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,utility_electric_co_01,2,clear/fetch/infested,industrial,,,,42, 24, 42,-9,24,24,24.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,utility_electric_co_02,4,clear/fetch/restore_power/infested,industrial,,,,60, 42, 60,-9,44,44,44.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,utility_refinery_01,3,clear/fetch/infested,industrial,,,,42, 35, 42,-1,23,23,23.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,utility_substation_01,3,clear/fetch/infested,gateway,nocheckpoint,,,,60, 17, 60,-2,24,24,24.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,utility_substation_02,2,clear/fetch/infested,rural,gateway,nocheckpoint,,,,60, 15, 60,-3,15,15,15.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,utility_substation_03,1,clear/fetch/infested,wilderness,gateway,nocheckpoint,,,,60, 14, 60,-2,9,9,9.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,utility_waterworks_01,4,clear/fetch/restore_power/infested,industrial,,,,60, 31, 60,-14,35,35,35.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,warehouse_01,4,clear/fetch/infested,industrial,,,,100, 20, 100,-2,40,45,42.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,warehouse_02,3,clear/fetch/infested,industrial,,,,60, 20, 60,-2,24,27,25.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,warehouse_03,4,clear/fetch/infested,industrial,,,,60, 23, 60,-9,35,40,37.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,warehouse_04,2,clear/fetch/infested,industrial,,,,42, 14, 42,-2,13,15,14.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,warehouse_05,3,clear/fetch/infested,industrial,,,,42, 13, 42,-1,20,23,21.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,warehouse_06,3,clear/fetch/infested,industrial,,,,42, 17, 42,-2,21,23,22.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,warehouse_07,3,clear/fetch/restore_power/infested,industrial,,,,42, 17, 42,-2,23,25,24.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,warehouse_08,3,clear/fetch/infested,industrial,,,,42, 17, 42,-2,30,31,30.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,water_tower_01,0,,countrytown,rural,nodiagonal,,,,25, 17, 25,-1,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,water_tower_02,0,,countrytown,rural,nodiagonal,,,,25, 16, 25,-1,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,water_tower_03,0,,countrytown,rural,diagonal,,,,25, 21, 25,-1,0,1,0.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,weigh_station_01,3,clear/infested,gateway,nocheckpoint,,,,60, 27, 60,-7,22,23,22.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,wilderness_filler_01,0,,wilderness,,,,25, 8, 25,-2,1,2,1.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,wilderness_filler_02,0,,wilderness,,,,25, 6, 25,-2,1,2,1.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,wilderness_filler_03,0,,wilderness,,,,25, 8, 25,-2,1,1,1.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,wilderness_filler_04,0,,wilderness,,,,25, 14, 25,-1,1,2,1.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,wilderness_filler_06,0,,wilderness,,,,25, 6, 25,-2,1,2,1.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,wilderness_filler_07,0,,wilderness,,,,25, 8, 25,-2,2,2,2.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,wilderness_filler_08,0,,wilderness,,,,25, 5, 25,-2,1,2,1.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,wilderness_filler_09,0,,wilderness,,,,25, 9, 25,-4,2,3,2.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,wilderness_filler_10,0,,wilderness,,,,25, 9, 25,-3,1,2,1.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,wilderness_filler_11,0,,wilderness,,,,25, 10, 25,-2,1,2,1.5
